4.692416974085645079e-04,4.855892482898131846e+01,1.255828679844646558e+02,1.928322109773969828e+02,1.497868995964440160e+02,1.757087333262669802e+02,1.639753754225564535e+02,1.805408651409955496e+02,1.291828981474384079e+02,1.494374609291897400e+02,1.328594886625332947e+02,1.283357405427815081e+02,1.363394091450086592e+02,1.154647815481043267e+02,1.153307491004563872e+02,1.042448113237236527e+02,9.672740149128929943e+01,1.060076010162877367e+02,1.196754288143102229e+02,1.123596913808741391e+02,1.201056318436411487e+02,1.347824681848708792e+02,1.181582516602885846e+02,1.113501194372091021e+02,1.169218866997586446e+02,1.226518476639754596e+02,1.221604628214866324e+02,1.080575741722588248e+02,1.234768748829073957e+02,1.103958112983537490e+02,1.093233501453685221e+02,1.131009163337193826e+02,1.045352124259300552e+02,8.471355608254886249e+01,1.209980775887147928e+02,1.091552961277069329e+02,1.275942685343991911e+02,1.046550718686732324e+02,1.077843116636325078e+02,1.035927616792750996e+02,1.380576649189323462e+02,1.167021431698657778e+02,1.082819376739927861e+02,1.068410403715790835e+02,1.045805202602204389e+02,1.191100554046781070e+02
1.052223183961739323e+02,1.145086358455618267e+02,1.171176266186366206e+02,1.037411437603971365e+02,9.183913905840356051e+01,9.408383662851909435e+01,1.349367258404215590e+02,1.303505879346243717e+02,1.282659137183856899e+02,1.007490102517569568e+02,1.026833706484284505e+02,1.238406651283367239e+02,1.241149662792640243e+02,9.360508696015280350e+01,1.233018671680954554e+02,1.213885045346699059e+02,1.104422208384746824e+02,1.170874899944726479e+02,1.195936402709030375e+02,9.640588671988221847e+01,1.214913313658351939e+02,1.150459158791487653e+02,1.404192024863306187e+02,9.857794619586744034e+01,1.025897983707792918e+02,1.237895202861866011e+02,1.139698495659456228e+02,-4.210692420593550937e-05,7.170850186361684564e+01,1.554045897990822311e+02,2.150159940567588421e+02,2.279197218934747298e+02,1.960321086674337607e+02,2.283707287705410067e+02,2.113198040833577807e+02,1.752894008002511441e+02,1.766015120858752994e+02,1.602746611698793515e+02,1.272343337047892646e+02,1.557405318432603565e+02,1.406254522373135956e+02,1.507970667589927984e+02,1.617892907589773017e+02,1.673155362805165680e+02,1.570622193365751116e+02,1.613582820513117326e+02
1.532871429570650150e+02,1.474137214320049054e+02,1.508557851301482344e+02,1.638905676748249221e+02,1.594635461626850486e+02,1.644227566638247993e+02,1.320505724065011748e+02,1.519997544407169983e+02,1.538130476254752068e+02,1.862056463524630203e+02,1.485198362444525060e+02,1.432137265771686145e+02,1.196810237699218078e+02,9.818006006711263467e+01,1.141005420725555553e+02,1.497337959523888742e+02,1.615846411379177425e+02,1.475567807133258498e+02,1.371997778983000273e+02,1.482442604159748214e+02,1.423868243283592392e+02,1.455604698745341636e+02,1.475730249096494617e+02,1.580775039310956345e+02,1.554832600035110204e+02,1.399737425028077666e+02,1.416206408635367211e+02,1.527292421209754423e+02,1.515060907954220681e+02,1.576723850471816775e+02,1.357812419292604886e+02,1.106765041853707459e+02,1.006833754086274411e+02,1.388490409907936964e+02,1.476273651681583772e+02,1.338088309803761433e+02,1.535740302552785863e+02,1.447238456597183642e+02,1.335420176441917590e+02,1.392376982754540506e+02,1.431199201055395918e+02,1.581565736732058554e+02,1.531784803965618096e+02,1.428392887571342555e+02,1.632323585939491295e+02,1.543696606635925832e+02
1.572950822464179055e+02,1.362007730967950749e+02,1.365092795725999792e+02,1.634651761536481729e+02,1.407622846435769475e+02,1.726307907612359713e+02,1.532809274716846346e+02,1.590833184252981312e+02,-9.500237433545133143e-05,7.717411023487281341e+01,1.945302145774221003e+02,2.823200341514395291e+02,2.957973078180108359e+02,2.517251940584961858e+02,2.981982870818254696e+02,2.641240371644253742e+02,2.152127730183951826e+02,1.883605108440214053e+02,2.004363578712329854e+02,1.933289056644883601e+02,2.122527172883631295e+02,2.035165852279664591e+02,1.845764749577118380e+02,1.800344659513928605e+02,1.789436032558504053e+02,1.819736024510043535e+02,1.989461064057648514e+02,1.604174640045326328e+02,1.769784821047628327e+02,1.913521311408251790e+02,1.777115373013693329e+02,1.921450046455950087e+02,1.612760956435091941e+02,1.805504036518326529e+02,1.864007989454069900e+02,1.955172153781906275e+02,1.796501760995580241e+02,2.041726018902533042e+02,1.845961479009762058e+02,1.704986415764520586e+02,1.382525694593899459e+02,1.534669386115730276e+02,1.913684068395520512e+02,1.763125802197434382e+02,1.665561517913620833e+02,1.760475313817318295e+02
1.404241380770387764e+02,1.913640279499368830e+02,1.709122661386157915e+02,1.540262860388551758e+02,2.038582880321147570e+02,1.800713271631775001e+02,1.800396323109978596e+02,1.887952803454414834e+02,1.968159217964177969e+02,1.639573043555102174e+02,1.866868052219032563e+02,1.719200466024663285e+02,1.268449361001830340e+02,1.602085313824414357e+02,1.828972791425301807e+02,1.636625590777586297e+02,1.738516384213710637e+02,1.731369602932397243e+02,1.721844397938723432e+02,1.759241163294136925e+02,1.665513702105432117e+02,1.678896742908976591e+02,1.708615676558721077e+02,1.883591473626200923e+02,1.896429316610228284e+02,1.831946410897983810e+02,1.971070946904514471e+02,1.783286849440878825e+02,2.034753918100525709e+02,1.780293505110583396e+02,1.814777760372270166e+02,2.035029832813427788e+02,1.889327127489986253e+02,2.101128550919888198e+02,1.823643289281099840e+02,-3.329697989142253733e-04,1.140984523256125698e+02,2.421748337136351665e+02,3.316754022589165061e+02,3.181146827042970244e+02,3.056366887676368265e+02,3.758656430162045012e+02,3.269976806786773977e+02,2.845288661742487761e+02,2.719303134718608703e+02,2.360606095950421377e+02
1.949245616846261555e+02,2.282600432594044548e+02,2.291762719546404696e+02,2.009726687156134801e+02,2.111465117527171174e+02,2.622879252764441276e+02,2.384833792397879222e+02,2.269614410431850899e+02,2.592466057975465219e+02,2.177300927762325102e+02,2.368783789616653905e+02,1.987747266535297683e+02,2.023538991769098629e+02,2.418553131905231908e+02,2.391083516821453827e+02,2.486452715749114475e+02,2.137421590186442018e+02,2.285039201754047724e+02,2.383729411094899717e+02,2.168714417083726289e+02,2.110309437325365707e+02,1.723049396320648725e+02,2.104388219184853028e+02,2.115006121287301539e+02,2.237955883886158972e+02,2.179647055075722903e+02,2.459335340958472784e+02,2.265184067917908521e+02,2.359624287235547229e+02,2.238695026005740658e+02,2.237258179475986992e+02,2.402862464894560617e+02,2.299222082276486390e+02,2.325290711238398842e+02,2.025657803867913742e+02,2.535305507435853940e+02,2.102143002321121230e+02,2.336101851762925321e+02,2.310561386524975376e+02,1.647197375356057307e+02,1.500839724282804184e+02,2.256084365995834844e+02,2.104267617060708631e+02,2.309950547951749797e+02,2.261297117499511842e+02,2.309064452986296203e+02
2.337408543688234204e+02,2.417287147878477640e+02,2.230182790053868302e+02,2.267046548584773973e+02,2.085247273971305049e+02,2.721662290316862141e+02,2.411182266267141756e+02,2.377717874262368696e+02,2.386027657795398227e+02,2.487195706499409766e+02,2.276873662657610851e+02,2.418306998445509919e+02,2.145118104348594272e+02,2.168764391196171744e+02,2.136025621862328023e+02,2.460146884294020424e+02,-6.783833882857968119e-04,1.312628844379959503e+02,2.763018499804165344e+02,4.024944613902043216e+02,4.182362076977606762e+02,4.344210417150200669e+02,4.372289725345052602e+02,3.814351526920348761e+02,3.535626619793394525e+02,3.189068061508510254e+02,2.694161019257494445e+02,2.971044219826326866e+02,2.736806608318291296e+02,3.020052737588994773e+02,2.594608653512283922e+02,2.938298321434410809e+02,2.839008680708005272e+02,3.115667316335374153e+02,2.692675076708273991e+02,2.613035520876218243e+02,2.844008761595565034e+02,2.625218190401892571e+02,2.412764785722383749e+02,2.690299237167852766e+02,2.654033348861285617e+02,2.478036828403573111e+02,2.806534322725558468e+02,2.402428468228609972e+02,2.740502596413473952e+02,2.874496899310997833e+02
2.732017713325960244e+02,2.370479145977864732e+02,2.324298154476672664e+02,2.315595918715706603e+02,2.693597822014209555e+02,2.890039649595931337e+02,2.922365444851258758e+02,2.900349115157403048e+02,2.795843982006038573e+02,2.733302464294678202e+02,2.555775884723417732e+02,3.046654717025558057e+02,2.631093857703104959e+02,2.477738611869810654e+02,2.786346873241703861e+02,2.932592359241514259e+02,2.598784201333708666e+02,2.896819577381529598e+02,2.762745019960190120e+02,2.586043284426251603e+02,2.155887035535663188e+02,2.059817282317295906e+02,2.634898135305507481e+02,2.709519747922015540e+02,2.550195845563889634e+02,2.987723435425392609e+02,3.069271188596301840e+02,2.827982418864863234e+02,2.680094377114743907e+02,2.683334585660181801e+02,2.989159888108738414e+02,2.493676751281020927e+02,2.630426755125818659e+02,2.872602875966879878e+02,2.952603792155363180e+02,2.985560540155655644e+02,2.672301580002877586e+02,2.593168050399945628e+02,2.827284209276054980e+02,2.864070473096244314e+02,2.780978976998831058e+02,2.984198708049990501e+02,2.837557091524541875e+02,1.047617462496422056e-03,1.500302593518864853e+02,3.338500634667280451e+02
4.820905467485771396e+02,5.285801707147222714e+02,4.491833097568905373e+02,5.307043301694383217e+02,4.317272836965482270e+02,4.038828331501518960e+02,3.666096569547106583e+02,3.146264547499235960e+02,3.381999662556214048e+02,3.447480601036671146e+02,3.219304692339310350e+02,3.298175660878535496e+02,3.424394958594898526e+02,3.131344228538532661e+02,3.227907469170070272e+02,3.196259694806836364e+02,3.344049171834433878e+02,3.417822232380327137e+02,3.609423669668199182e+02,3.499781629044895226e+02,3.123912462140560251e+02,3.198511795394106230e+02,3.451733594105617726e+02,3.529295755127312759e+02,3.247295528252492431e+02,3.146238103954821668e+02,3.201996290128768692e+02,3.032636858784593983e+02,2.676539907261696953e+02,2.785678373819139324e+02,2.829870601754865902e+02,3.197450371371139681e+02,3.427653221211213008e+02,3.296081322226795010e+02,3.415134209498835389e+02,3.522579678968679673e+02,3.117260961631964733e+02,3.471647391408664589e+02,3.078887139634610435e+02,3.249805510366082899e+02,3.145535032080247788e+02,3.370844889281219707e+02,3.310389383934453349e+02,3.052918759042843249e+02,3.220468116483929180e+02,3.146452893624997387e+02
3.178867064633250266e+02,2.357187440156867524e+02,2.432698946260196919e+02,3.244356803936038887e+02,3.356316801589455281e+02,3.485598286648461226e+02,3.132316503001994192e+02,3.398674280172303384e+02,2.943571821811632390e+02,3.416041621887995916e+02,3.401169067234398540e+02,3.043402474141331595e+02,3.292671208422447080e+02,3.336406233709426488e+02,3.388012671401677949e+02,3.392250408475240420e+02,3.410990787443756176e+02,3.159508737333556496e+02,3.232979934136039901e+02,3.549549411031866271e+02,3.211507793010130740e+02,3.095427379638451271e+02,3.490272594001721700e+02,3.147710534133067313e+02,8.491857480694636013e-05,1.833441451237496551e+02,3.908719363282984318e+02,6.207671086889770322e+02,5.738692370500634752e+02,5.553889389255439255e+02,6.172526402905695022e+02,5.618916556193903489e+02,4.584299126898062013e+02,4.191172266178314771e+02,3.927894947222721385e+02,3.768923703763842923e+02,3.511592438391938344e+02,3.899035933669737801e+02,3.705777320479472792e+02,3.838687788032337380e+02,3.669830980221843220e+02,3.570248894407448006e+02,3.848074521841392084e+02,3.930809622712618534e+02,3.912699437090689116e+02,4.206732006532524792e+02
